path,member,year,month,variable
NATL025-CJMCYC3.001-S/1d/2010/NATL025-CJMCYC3.001_y2010m04.1d_gridW.nc,1,2010,4,W
NATL025-CJMCYC3.001-S/1d/2010/NATL025-CJMCYC3.001_y2010m05.1d_gridW.nc,1,2010,5,W
NATL025-CJMCYC3.001-S/1d/2010/NATL025-CJMCYC3.001_y2010m07.1d_gridV.nc,1,2010,7,V
NATL025-CJMCYC3.002-S/1d/2010/NATL025-CJMCYC3.002_y2010m02.1d_gridU.nc,2,2010,2,U
NATL025-CJMCYC3.002-S/1d/2010/NATL025-CJMCYC3.002_y2010m04.1d_gridV.nc,2,2010,4,V
NATL025-CJMCYC3.002-S/1d/2010/NATL025-CJMCYC3.002_y2010m08.1d_gridW.nc,2,2010,8,W
NATL025-CJMCYC3.002-S/1d/2010/NATL025-CJMCYC3.002_y2010m09.1d_gridU.nc,2,2010,9,U
NATL025-CJMCYC3.003-S/1d/2010/NATL025-CJMCYC3.003_y2010m07.1d_gridU.nc,3,2010,7,U
NATL025-CJMCYC3.003-S/1d/2010/NATL025-CJMCYC3.003_y2010m08.1d_gridU.nc,3,2010,8,U
NATL025-CJMCYC3.003-S/1d/2010/NATL025-CJMCYC3.003_y2010m10.1d_gridU.nc,3,2010,10,U
NATL025-CJMCYC3.004-S/1d/2010/NATL025-CJMCYC3.004_y2010m05.1d_gridW.nc,4,2010,5,W
NATL025-CJMCYC3.005-S/1d/2010/NATL025-CJMCYC3.005_y2010m05.1d_gridV.nc,5,2010,5,V
NATL025-CJMCYC3.005-S/1d/2010/NATL025-CJMCYC3.005_y2010m09.1d_gridV.nc,5,2010,9,V
NATL025-CJMCYC3.005-S/1d/2010/NATL025-CJMCYC3.005_y2010m10.1d_gridV.nc,5,2010,10,V
NATL025-CJMCYC3.005-S/1d/2010/NATL025-CJMCYC3.005_y2010m10.1d_gridW.nc,5,2010,10,W
NATL025-CJMCYC3.005-S/1d/2010/NATL025-CJMCYC3.005_y2010m12.1d_gridW.nc,5,2010,12,W
NATL025-CJMCYC3.006-S/1d/2010/NATL025-CJMCYC3.006_y2010m01.1d_gridU.nc,6,2010,1,U
NATL025-CJMCYC3.006-S/1d/2010/NATL025-CJMCYC3.006_y2010m02.1d_gridW.nc,6,2010,2,W
NATL025-CJMCYC3.006-S/1d/2010/NATL025-CJMCYC3.006_y2010m08.1d_gridV.nc,6,2010,8,V
NATL025-CJMCYC3.006-S/1d/2010/NATL025-CJMCYC3.006_y2010m08.1d_gridW.nc,6,2010,8,W
NATL025-CJMCYC3.006-S/1d/2010/NATL025-CJMCYC3.006_y2010m09.1d_gridU.nc,6,2010,9,U
NATL025-CJMCYC3.006-S/1d/2010/NATL025-CJMCYC3.006_y2010m09.1d_gridW.nc,6,2010,9,W
NATL025-CJMCYC3.006-S/1d/2010/NATL025-CJMCYC3.006_y2010m10.1d_gridV.nc,6,2010,10,V
NATL025-CJMCYC3.006-S/1d/2010/NATL025-CJMCYC3.006_y2010m12.1d_gridV.nc,6,2010,12,V
NATL025-CJMCYC3.007-S/1d/2010/NATL025-CJMCYC3.007_y2010m10.1d_gridW.nc,7,2010,10,W
NATL025-CJMCYC3.008-S/1d/2010/NATL025-CJMCYC3.008_y2010m02.1d_gridU.nc,8,2010,2,U
NATL025-CJMCYC3.008-S/1d/2010/NATL025-CJMCYC3.008_y2010m02.1d_gridW.nc,8,2010,2,W
NATL025-CJMCYC3.008-S/1d/2010/NATL025-CJMCYC3.008_y2010m03.1d_gridV.nc,8,2010,3,V
NATL025-CJMCYC3.008-S/1d/2010/NATL025-CJMCYC3.008_y2010m07.1d_gridW.nc,8,2010,7,W
NATL025-CJMCYC3.008-S/1d/2010/NATL025-CJMCYC3.008_y2010m08.1d_gridW.nc,8,2010,8,W
NATL025-CJMCYC3.010-S/1d/2010/NATL025-CJMCYC3.010_y2010m01.1d_gridW.nc,10,2010,1,W
NATL025-CJMCYC3.010-S/1d/2010/NATL025-CJMCYC3.010_y2010m04.1d_gridV.nc,10,2010,4,V
NATL025-CJMCYC3.010-S/1d/2010/NATL025-CJMCYC3.010_y2010m08.1d_gridU.nc,10,2010,8,U
NATL025-CJMCYC3.010-S/1d/2010/NATL025-CJMCYC3.010_y2010m10.1d_gridW.nc,10,2010,10,W
NATL025-CJMCYC3.010-S/1d/2010/NATL025-CJMCYC3.010_y2010m12.1d_gridW.nc,10,2010,12,W
NATL025-CJMCYC3.011-S/1d/2010/NATL025-CJMCYC3.011_y2010m03.1d_gridW.nc,11,2010,3,W
NATL025-CJMCYC3.011-S/1d/2010/NATL025-CJMCYC3.011_y2010m05.1d_gridV.nc,11,2010,5,V
NATL025-CJMCYC3.011-S/1d/2010/NATL025-CJMCYC3.011_y2010m09.1d_gridW.nc,11,2010,9,W
NATL025-CJMCYC3.011-S/1d/2010/NATL025-CJMCYC3.011_y2010m11.1d_gridW.nc,11,2010,11,W
NATL025-CJMCYC3.013-S/1d/2010/NATL025-CJMCYC3.013_y2010m02.1d_gridV.nc,13,2010,2,V
NATL025-CJMCYC3.013-S/1d/2010/NATL025-CJMCYC3.013_y2010m04.1d_gridV.nc,13,2010,4,V
NATL025-CJMCYC3.013-S/1d/2010/NATL025-CJMCYC3.013_y2010m06.1d_gridW.nc,13,2010,6,W
NATL025-CJMCYC3.014-S/1d/2010/NATL025-CJMCYC3.014_y2010m10.1d_gridW.nc,14,2010,10,W
NATL025-CJMCYC3.014-S/1d/2010/NATL025-CJMCYC3.014_y2010m11.1d_gridU.nc,14,2010,11,U
NATL025-CJMCYC3.015-S/1d/2010/NATL025-CJMCYC3.015_y2010m03.1d_gridV.nc,15,2010,3,V
NATL025-CJMCYC3.015-S/1d/2010/NATL025-CJMCYC3.015_y2010m06.1d_gridU.nc,15,2010,6,U
NATL025-CJMCYC3.015-S/1d/2010/NATL025-CJMCYC3.015_y2010m06.1d_gridW.nc,15,2010,6,W
NATL025-CJMCYC3.015-S/1d/2010/NATL025-CJMCYC3.015_y2010m07.1d_gridU.nc,15,2010,7,U
NATL025-CJMCYC3.015-S/1d/2010/NATL025-CJMCYC3.015_y2010m10.1d_gridW.nc,15,2010,10,W
NATL025-CJMCYC3.015-S/1d/2010/NATL025-CJMCYC3.015_y2010m11.1d_gridW.nc,15,2010,11,W
NATL025-CJMCYC3.015-S/1d/2010/NATL025-CJMCYC3.015_y2010m12.1d_gridV.nc,15,2010,12,V
NATL025-CJMCYC3.016-S/1d/2010/NATL025-CJMCYC3.016_y2010m03.1d_gridW.nc,16,2010,3,W
NATL025-CJMCYC3.016-S/1d/2010/NATL025-CJMCYC3.016_y2010m09.1d_gridU.nc,16,2010,9,U
NATL025-CJMCYC3.016-S/1d/2010/NATL025-CJMCYC3.016_y2010m10.1d_gridV.nc,16,2010,10,V
NATL025-CJMCYC3.016-S/1d/2010/NATL025-CJMCYC3.016_y2010m10.1d_gridW.nc,16,2010,10,W
NATL025-CJMCYC3.017-S/1d/2010/NATL025-CJMCYC3.017_y2010m09.1d_gridU.nc,17,2010,9,U
NATL025-CJMCYC3.017-S/1d/2010/NATL025-CJMCYC3.017_y2010m12.1d_gridW.nc,17,2010,12,W
NATL025-CJMCYC3.018-S/1d/2010/NATL025-CJMCYC3.018_y2010m01.1d_gridW.nc,18,2010,1,W
NATL025-CJMCYC3.018-S/1d/2010/NATL025-CJMCYC3.018_y2010m05.1d_gridW.nc,18,2010,5,W
NATL025-CJMCYC3.019-S/1d/2010/NATL025-CJMCYC3.019_y2010m02.1d_gridU.nc,19,2010,2,U
NATL025-CJMCYC3.019-S/1d/2010/NATL025-CJMCYC3.019_y2010m09.1d_gridW.nc,19,2010,9,W
NATL025-CJMCYC3.020-S/1d/2010/NATL025-CJMCYC3.020_y2010m05.1d_gridU.nc,20,2010,5,U
NATL025-CJMCYC3.020-S/1d/2010/NATL025-CJMCYC3.020_y2010m07.1d_gridW.nc,20,2010,7,W
NATL025-CJMCYC3.020-S/1d/2010/NATL025-CJMCYC3.020_y2010m10.1d_gridW.nc,20,2010,10,W
NATL025-CJMCYC3.021-S/1d/2010/NATL025-CJMCYC3.021_y2010m04.1d_gridW.nc,21,2010,4,W
NATL025-CJMCYC3.021-S/1d/2010/NATL025-CJMCYC3.021_y2010m07.1d_gridW.nc,21,2010,7,W
NATL025-CJMCYC3.021-S/1d/2010/NATL025-CJMCYC3.021_y2010m08.1d_gridU.nc,21,2010,8,U
NATL025-CJMCYC3.021-S/1d/2010/NATL025-CJMCYC3.021_y2010m11.1d_gridU.nc,21,2010,11,U
NATL025-CJMCYC3.021-S/1d/2010/NATL025-CJMCYC3.021_y2010m11.1d_gridV.nc,21,2010,11,V
NATL025-CJMCYC3.022-S/1d/2010/NATL025-CJMCYC3.022_y2010m12.1d_gridW.nc,22,2010,12,W
NATL025-CJMCYC3.023-S/1d/2010/NATL025-CJMCYC3.023_y2010m01.1d_gridW.nc,23,2010,1,W
NATL025-CJMCYC3.024-S/1d/2010/NATL025-CJMCYC3.024_y2010m09.1d_gridU.nc,24,2010,9,U
NATL025-CJMCYC3.025-S/1d/2010/NATL025-CJMCYC3.025_y2010m02.1d_gridW.nc,25,2010,2,W
NATL025-CJMCYC3.025-S/1d/2010/NATL025-CJMCYC3.025_y2010m03.1d_gridU.nc,25,2010,3,U
NATL025-CJMCYC3.025-S/1d/2010/NATL025-CJMCYC3.025_y2010m04.1d_gridU.nc,25,2010,4,U
NATL025-CJMCYC3.025-S/1d/2010/NATL025-CJMCYC3.025_y2010m04.1d_gridW.nc,25,2010,4,W
NATL025-CJMCYC3.025-S/1d/2010/NATL025-CJMCYC3.025_y2010m07.1d_gridW.nc,25,2010,7,W
NATL025-CJMCYC3.025-S/1d/2010/NATL025-CJMCYC3.025_y2010m08.1d_gridV.nc,25,2010,8,V
NATL025-CJMCYC3.025-S/1d/2010/NATL025-CJMCYC3.025_y2010m10.1d_gridU.nc,25,2010,10,U
NATL025-CJMCYC3.025-S/1d/2010/NATL025-CJMCYC3.025_y2010m11.1d_gridW.nc,25,2010,11,W
NATL025-CJMCYC3.025-S/1d/2010/NATL025-CJMCYC3.025_y2010m12.1d_gridV.nc,25,2010,12,V
NATL025-CJMCYC3.026-S/1d/2010/NATL025-CJMCYC3.026_y2010m01.1d_gridW.nc,26,2010,1,W
NATL025-CJMCYC3.026-S/1d/2010/NATL025-CJMCYC3.026_y2010m02.1d_gridV.nc,26,2010,2,V
NATL025-CJMCYC3.026-S/1d/2010/NATL025-CJMCYC3.026_y2010m08.1d_gridU.nc,26,2010,8,U
NATL025-CJMCYC3.026-S/1d/2010/NATL025-CJMCYC3.026_y2010m08.1d_gridW.nc,26,2010,8,W
NATL025-CJMCYC3.026-S/1d/2010/NATL025-CJMCYC3.026_y2010m10.1d_gridU.nc,26,2010,10,U
NATL025-CJMCYC3.026-S/1d/2010/NATL025-CJMCYC3.026_y2010m11.1d_gridV.nc,26,2010,11,V
NATL025-CJMCYC3.027-S/1d/2010/NATL025-CJMCYC3.027_y2010m01.1d_gridU.nc,27,2010,1,U
NATL025-CJMCYC3.027-S/1d/2010/NATL025-CJMCYC3.027_y2010m09.1d_gridU.nc,27,2010,9,U
NATL025-CJMCYC3.027-S/1d/2010/NATL025-CJMCYC3.027_y2010m10.1d_gridU.nc,27,2010,10,U
NATL025-CJMCYC3.027-S/1d/2010/NATL025-CJMCYC3.027_y2010m10.1d_gridW.nc,27,2010,10,W
NATL025-CJMCYC3.028-S/1d/2010/NATL025-CJMCYC3.028_y2010m01.1d_gridW.nc,28,2010,1,W
NATL025-CJMCYC3.028-S/1d/2010/NATL025-CJMCYC3.028_y2010m04.1d_gridW.nc,28,2010,4,W
NATL025-CJMCYC3.028-S/1d/2010/NATL025-CJMCYC3.028_y2010m05.1d_gridU.nc,28,2010,5,U
NATL025-CJMCYC3.028-S/1d/2010/NATL025-CJMCYC3.028_y2010m05.1d_gridV.nc,28,2010,5,V
NATL025-CJMCYC3.028-S/1d/2010/NATL025-CJMCYC3.028_y2010m06.1d_gridU.nc,28,2010,6,U
NATL025-CJMCYC3.028-S/1d/2010/NATL025-CJMCYC3.028_y2010m07.1d_gridU.nc,28,2010,7,U
NATL025-CJMCYC3.028-S/1d/2010/NATL025-CJMCYC3.028_y2010m08.1d_gridU.nc,28,2010,8,U
NATL025-CJMCYC3.028-S/1d/2010/NATL025-CJMCYC3.028_y2010m08.1d_gridV.nc,28,2010,8,V
NATL025-CJMCYC3.028-S/1d/2010/NATL025-CJMCYC3.028_y2010m09.1d_gridV.nc,28,2010,9,V
NATL025-CJMCYC3.028-S/1d/2010/NATL025-CJMCYC3.028_y2010m11.1d_gridU.nc,28,2010,11,U
NATL025-CJMCYC3.028-S/1d/2010/NATL025-CJMCYC3.028_y2010m12.1d_gridV.nc,28,2010,12,V
NATL025-CJMCYC3.029-S/1d/2010/NATL025-CJMCYC3.029_y2010m02.1d_gridW.nc,29,2010,2,W
NATL025-CJMCYC3.029-S/1d/2010/NATL025-CJMCYC3.029_y2010m05.1d_gridU.nc,29,2010,5,U
NATL025-CJMCYC3.029-S/1d/2010/NATL025-CJMCYC3.029_y2010m08.1d_gridU.nc,29,2010,8,U
NATL025-CJMCYC3.029-S/1d/2010/NATL025-CJMCYC3.029_y2010m08.1d_gridW.nc,29,2010,8,W
NATL025-CJMCYC3.029-S/1d/2010/NATL025-CJMCYC3.029_y2010m11.1d_gridW.nc,29,2010,11,W
NATL025-CJMCYC3.030-S/1d/2010/NATL025-CJMCYC3.030_y2010m03.1d_gridV.nc,30,2010,3,V
NATL025-CJMCYC3.030-S/1d/2010/NATL025-CJMCYC3.030_y2010m04.1d_gridW.nc,30,2010,4,W
NATL025-CJMCYC3.031-S/1d/2010/NATL025-CJMCYC3.031_y2010m04.1d_gridU.nc,31,2010,4,U
NATL025-CJMCYC3.031-S/1d/2010/NATL025-CJMCYC3.031_y2010m05.1d_gridU.nc,31,2010,5,U
NATL025-CJMCYC3.031-S/1d/2010/NATL025-CJMCYC3.031_y2010m10.1d_gridW.nc,31,2010,10,W
NATL025-CJMCYC3.031-S/1d/2010/NATL025-CJMCYC3.031_y2010m12.1d_gridU.nc,31,2010,12,U
NATL025-CJMCYC3.032-S/1d/2010/NATL025-CJMCYC3.032_y2010m01.1d_gridU.nc,32,2010,1,U
NATL025-CJMCYC3.032-S/1d/2010/NATL025-CJMCYC3.032_y2010m02.1d_gridV.nc,32,2010,2,V
NATL025-CJMCYC3.032-S/1d/2010/NATL025-CJMCYC3.032_y2010m03.1d_gridW.nc,32,2010,3,W
NATL025-CJMCYC3.032-S/1d/2010/NATL025-CJMCYC3.032_y2010m04.1d_gridW.nc,32,2010,4,W
NATL025-CJMCYC3.032-S/1d/2010/NATL025-CJMCYC3.032_y2010m06.1d_gridU.nc,32,2010,6,U
NATL025-CJMCYC3.032-S/1d/2010/NATL025-CJMCYC3.032_y2010m06.1d_gridV.nc,32,2010,6,V
NATL025-CJMCYC3.032-S/1d/2010/NATL025-CJMCYC3.032_y2010m12.1d_gridW.nc,32,2010,12,W
NATL025-CJMCYC3.033-S/1d/2010/NATL025-CJMCYC3.033_y2010m01.1d_gridU.nc,33,2010,1,U
NATL025-CJMCYC3.033-S/1d/2010/NATL025-CJMCYC3.033_y2010m03.1d_gridU.nc,33,2010,3,U
NATL025-CJMCYC3.033-S/1d/2010/NATL025-CJMCYC3.033_y2010m03.1d_gridV.nc,33,2010,3,V
NATL025-CJMCYC3.033-S/1d/2010/NATL025-CJMCYC3.033_y2010m08.1d_gridV.nc,33,2010,8,V
NATL025-CJMCYC3.033-S/1d/2010/NATL025-CJMCYC3.033_y2010m09.1d_gridV.nc,33,2010,9,V
NATL025-CJMCYC3.033-S/1d/2010/NATL025-CJMCYC3.033_y2010m11.1d_gridW.nc,33,2010,11,W
NATL025-CJMCYC3.034-S/1d/2010/NATL025-CJMCYC3.034_y2010m03.1d_gridW.nc,34,2010,3,W
NATL025-CJMCYC3.034-S/1d/2010/NATL025-CJMCYC3.034_y2010m04.1d_gridV.nc,34,2010,4,V
NATL025-CJMCYC3.034-S/1d/2010/NATL025-CJMCYC3.034_y2010m07.1d_gridU.nc,34,2010,7,U
NATL025-CJMCYC3.034-S/1d/2010/NATL025-CJMCYC3.034_y2010m07.1d_gridW.nc,34,2010,7,W
NATL025-CJMCYC3.034-S/1d/2010/NATL025-CJMCYC3.034_y2010m10.1d_gridW.nc,34,2010,10,W
NATL025-CJMCYC3.035-S/1d/2010/NATL025-CJMCYC3.035_y2010m02.1d_gridU.nc,35,2010,2,U
NATL025-CJMCYC3.035-S/1d/2010/NATL025-CJMCYC3.035_y2010m06.1d_gridW.nc,35,2010,6,W
NATL025-CJMCYC3.035-S/1d/2010/NATL025-CJMCYC3.035_y2010m07.1d_gridU.nc,35,2010,7,U
NATL025-CJMCYC3.035-S/1d/2010/NATL025-CJMCYC3.035_y2010m07.1d_gridW.nc,35,2010,7,W
NATL025-CJMCYC3.035-S/1d/2010/NATL025-CJMCYC3.035_y2010m10.1d_gridU.nc,35,2010,10,U
NATL025-CJMCYC3.035-S/1d/2010/NATL025-CJMCYC3.035_y2010m11.1d_gridV.nc,35,2010,11,V
NATL025-CJMCYC3.035-S/1d/2010/NATL025-CJMCYC3.035_y2010m12.1d_gridV.nc,35,2010,12,V
NATL025-CJMCYC3.037-S/1d/2010/NATL025-CJMCYC3.037_y2010m01.1d_gridW.nc,37,2010,1,W
NATL025-CJMCYC3.037-S/1d/2010/NATL025-CJMCYC3.037_y2010m02.1d_gridW.nc,37,2010,2,W
NATL025-CJMCYC3.037-S/1d/2010/NATL025-CJMCYC3.037_y2010m06.1d_gridU.nc,37,2010,6,U
NATL025-CJMCYC3.037-S/1d/2010/NATL025-CJMCYC3.037_y2010m10.1d_gridW.nc,37,2010,10,W
NATL025-CJMCYC3.037-S/1d/2010/NATL025-CJMCYC3.037_y2010m11.1d_gridU.nc,37,2010,11,U
NATL025-CJMCYC3.037-S/1d/2010/NATL025-CJMCYC3.037_y2010m12.1d_gridV.nc,37,2010,12,V
NATL025-CJMCYC3.038-S/1d/2010/NATL025-CJMCYC3.038_y2010m03.1d_gridU.nc,38,2010,3,U
NATL025-CJMCYC3.039-S/1d/2010/NATL025-CJMCYC3.039_y2010m01.1d_gridU.nc,39,2010,1,U
NATL025-CJMCYC3.039-S/1d/2010/NATL025-CJMCYC3.039_y2010m01.1d_gridV.nc,39,2010,1,V
NATL025-CJMCYC3.039-S/1d/2010/NATL025-CJMCYC3.039_y2010m02.1d_gridW.nc,39,2010,2,W
NATL025-CJMCYC3.039-S/1d/2010/NATL025-CJMCYC3.039_y2010m05.1d_gridV.nc,39,2010,5,V
NATL025-CJMCYC3.039-S/1d/2010/NATL025-CJMCYC3.039_y2010m07.1d_gridV.nc,39,2010,7,V
NATL025-CJMCYC3.039-S/1d/2010/NATL025-CJMCYC3.039_y2010m08.1d_gridU.nc,39,2010,8,U
NATL025-CJMCYC3.039-S/1d/2010/NATL025-CJMCYC3.039_y2010m08.1d_gridW.nc,39,2010,8,W
NATL025-CJMCYC3.039-S/1d/2010/NATL025-CJMCYC3.039_y2010m09.1d_gridU.nc,39,2010,9,U
NATL025-CJMCYC3.039-S/1d/2010/NATL025-CJMCYC3.039_y2010m09.1d_gridV.nc,39,2010,9,V
NATL025-CJMCYC3.039-S/1d/2010/NATL025-CJMCYC3.039_y2010m10.1d_gridW.nc,39,2010,10,W
NATL025-CJMCYC3.040-S/1d/2010/NATL025-CJMCYC3.040_y2010m01.1d_gridW.nc,40,2010,1,W
NATL025-CJMCYC3.040-S/1d/2010/NATL025-CJMCYC3.040_y2010m03.1d_gridV.nc,40,2010,3,V
NATL025-CJMCYC3.040-S/1d/2010/NATL025-CJMCYC3.040_y2010m07.1d_gridW.nc,40,2010,7,W
NATL025-CJMCYC3.040-S/1d/2010/NATL025-CJMCYC3.040_y2010m08.1d_gridW.nc,40,2010,8,W
NATL025-CJMCYC3.040-S/1d/2010/NATL025-CJMCYC3.040_y2010m10.1d_gridW.nc,40,2010,10,W
NATL025-CJMCYC3.040-S/1d/2010/NATL025-CJMCYC3.040_y2010m11.1d_gridU.nc,40,2010,11,U
NATL025-CJMCYC3.040-S/1d/2010/NATL025-CJMCYC3.040_y2010m11.1d_gridW.nc,40,2010,11,W
NATL025-CJMCYC3.040-S/1d/2010/NATL025-CJMCYC3.040_y2010m12.1d_gridW.nc,40,2010,12,W
NATL025-CJMCYC3.041-S/1d/2010/NATL025-CJMCYC3.041_y2010m05.1d_gridW.nc,41,2010,5,W
NATL025-CJMCYC3.041-S/1d/2010/NATL025-CJMCYC3.041_y2010m06.1d_gridW.nc,41,2010,6,W
NATL025-CJMCYC3.041-S/1d/2010/NATL025-CJMCYC3.041_y2010m07.1d_gridW.nc,41,2010,7,W
NATL025-CJMCYC3.041-S/1d/2010/NATL025-CJMCYC3.041_y2010m09.1d_gridU.nc,41,2010,9,U
NATL025-CJMCYC3.042-S/1d/2010/NATL025-CJMCYC3.042_y2010m04.1d_gridU.nc,42,2010,4,U
NATL025-CJMCYC3.042-S/1d/2010/NATL025-CJMCYC3.042_y2010m11.1d_gridU.nc,42,2010,11,U
NATL025-CJMCYC3.043-S/1d/2010/NATL025-CJMCYC3.043_y2010m12.1d_gridW.nc,43,2010,12,W
NATL025-CJMCYC3.045-S/1d/2010/NATL025-CJMCYC3.045_y2010m04.1d_gridW.nc,45,2010,4,W
NATL025-CJMCYC3.046-S/1d/2010/NATL025-CJMCYC3.046_y2010m01.1d_gridU.nc,46,2010,1,U
NATL025-CJMCYC3.046-S/1d/2010/NATL025-CJMCYC3.046_y2010m01.1d_gridW.nc,46,2010,1,W
NATL025-CJMCYC3.046-S/1d/2010/NATL025-CJMCYC3.046_y2010m10.1d_gridU.nc,46,2010,10,U
NATL025-CJMCYC3.046-S/1d/2010/NATL025-CJMCYC3.046_y2010m10.1d_gridW.nc,46,2010,10,W
NATL025-CJMCYC3.047-S/1d/2010/NATL025-CJMCYC3.047_y2010m01.1d_gridU.nc,47,2010,1,U
NATL025-CJMCYC3.047-S/1d/2010/NATL025-CJMCYC3.047_y2010m02.1d_gridW.nc,47,2010,2,W
NATL025-CJMCYC3.047-S/1d/2010/NATL025-CJMCYC3.047_y2010m04.1d_gridU.nc,47,2010,4,U
NATL025-CJMCYC3.047-S/1d/2010/NATL025-CJMCYC3.047_y2010m06.1d_gridV.nc,47,2010,6,V
NATL025-CJMCYC3.047-S/1d/2010/NATL025-CJMCYC3.047_y2010m11.1d_gridV.nc,47,2010,11,V
NATL025-CJMCYC3.047-S/1d/2010/NATL025-CJMCYC3.047_y2010m11.1d_gridW.nc,47,2010,11,W
NATL025-CJMCYC3.048-S/1d/2010/NATL025-CJMCYC3.048_y2010m06.1d_gridU.nc,48,2010,6,U
NATL025-CJMCYC3.048-S/1d/2010/NATL025-CJMCYC3.048_y2010m07.1d_gridW.nc,48,2010,7,W
NATL025-CJMCYC3.048-S/1d/2010/NATL025-CJMCYC3.048_y2010m12.1d_gridV.nc,48,2010,12,V
NATL025-CJMCYC3.048-S/1d/2010/NATL025-CJMCYC3.048_y2010m12.1d_gridW.nc,48,2010,12,W
NATL025-CJMCYC3.049-S/1d/2010/NATL025-CJMCYC3.049_y2010m01.1d_gridU.nc,49,2010,1,U
NATL025-CJMCYC3.049-S/1d/2010/NATL025-CJMCYC3.049_y2010m08.1d_gridW.nc,49,2010,8,W
NATL025-CJMCYC3.049-S/1d/2010/NATL025-CJMCYC3.049_y2010m10.1d_gridV.nc,49,2010,10,V
NATL025-CJMCYC3.049-S/1d/2010/NATL025-CJMCYC3.049_y2010m12.1d_gridW.nc,49,2010,12,W
NATL025-CJMCYC3.050-S/1d/2010/NATL025-CJMCYC3.050_y2010m04.1d_gridV.nc,50,2010,4,V
NATL025-CJMCYC3.050-S/1d/2010/NATL025-CJMCYC3.050_y2010m08.1d_gridU.nc,50,2010,8,U
NATL025-CJMCYC3.050-S/1d/2010/NATL025-CJMCYC3.050_y2010m08.1d_gridW.nc,50,2010,8,W
NATL025-CJMCYC3.050-S/1d/2010/NATL025-CJMCYC3.050_y2010m12.1d_gridV.nc,50,2010,12,V
